user_id,age_group,skin_type,acne_type,acne_severity,breakout_location,product_sensitivity,allergen,skin_concern,humidity,pollution,temperature,hormonal_phase,recommended_treatment
U0111,25-34,Combination,Pustules,Moderate,Cheeks and jawline,Rarely reacts,Parabens,Acne and breakouts,Low,Low,Cold,Follicular,Salicylic Acid Cleanser
U0043,13-17,Sensitive,Blackheads,Severe,Jawline and chin,Rarely reacts,None,Oily/Shiny skin,High,High,Moderate,None,Benzoyl Peroxide Treatment
U0945,35-44,Combination,Blackheads,Mild,T-Zone (forehead/nose),Often reacts,Fragrance,Acne and breakouts,High,Low,Hot,Follicular,Soothing Cleanser
U0205,45+,Combination,Whiteheads,Mild,All over face,Often reacts,Sulfates,Oily/Shiny skin,High,High,Cold,None,Soothing Cleanser
U1075,13-17,Combination,Cyst,Moderate,Jawline and chin,Sometimes reacts,Sulfates,Oily/Shiny skin,High,Medium,Cold,Menstrual,Retinoid Treatment
U0053,13-17,Sensitive,Blackheads,Severe,T-Zone (forehead/nose),Rarely reacts,None,Acne and breakouts,Medium,Low,Hot,Ovulation,Benzoyl Peroxide Treatment
U0546,13-17,Normal,Blackheads,Moderate,All over face,Rarely reacts,Fragrance,Dryness or flakiness,High,Low,Moderate,Luteal,Niacinamide Serum
U1023,13-17,Sensitive,Blackheads,Moderate,Cheeks and jawline,Often reacts,None,Large pores,Medium,Low,Cold,Follicular,Soothing Cleanser
U0925,18-24,Dry,Pustules,Mild,Cheeks and jawline,Rarely reacts,None,Anti-aging,High,High,Hot,Luteal,Niacinamide Serum
U1024,35-44,Combination,Pustules,Mild,T-Zone (forehead/nose),Often reacts,Sulfates,Acne and breakouts,High,High,Cold,None,Soothing Cleanser
U0778,18-24,Sensitive,Blackheads,Moderate,Cheeks and jawline,Often reacts,Alcohol,Dark spots/Uneven tone,Low,High,Hot,None,Soothing Cleanser
U0184,18-24,Dry,Whiteheads,Moderate,All over face,Rarely reacts,Sulfates,Oily/Shiny skin,Low,High,Hot,Luteal,Niacinamide Serum
U0138,35-44,Dry,Pustules,Mild,All over face,Rarely reacts,None,Dark spots/Uneven tone,Medium,Medium,Moderate,Follicular,Gentle Hydrating Cleanser
U1002,25-34,Sensitive,Papules,Moderate,All over face,Sometimes reacts,Parabens,Dark spots/Uneven tone,Medium,Medium,Cold,Luteal,Soothing Cleanser
U0081,25-34,Normal,Whiteheads,Moderate,All over face,Sometimes reacts,Parabens,Dark spots/Uneven tone,Low,Medium,Hot,Follicular,Gentle Hydrating Cleanser
U0106,35-44,Combination,Cyst,Moderate,T-Zone (forehead/nose),Sometimes reacts,None,Oily/Shiny skin,High,Low,Hot,Menstrual,Benzoyl Peroxide Treatment
U0542,35-44,Dry,Blackheads,Moderate,T-Zone (forehead/nose),Often reacts,Parabens,Dark spots/Uneven tone,High,High,Moderate,Ovulation,Soothing Cleanser
U1092,35-44,Normal,Cyst,Severe,T-Zone (forehead/nose),Often reacts,Parabens,Anti-aging,Low,Medium,Cold,Follicular,Retinoid Treatment
U0481,35-44,Oily,Pustules,Severe,Cheeks and jawline,Often reacts,Sulfates,Oily/Shiny skin,High,Low,Cold,Luteal,Retinoid Treatment
U0166,25-34,Sensitive,Pustules,Moderate,Cheeks and jawline,Rarely reacts,Parabens,Dryness or flakiness,Medium,Low,Hot,Luteal,Soothing Cleanser
U0249,35-44,Dry,Papules,Severe,Cheeks and jawline,Sometimes reacts,None,Large pores,High,Medium,Moderate,None,Benzoyl Peroxide Treatment
U0308,35-44,Dry,Whiteheads,Mild,T-Zone (forehead/nose),Rarely reacts,Fragrance,Dryness or flakiness,High,High,Moderate,Follicular,Gentle Hydrating Cleanser
U0447,18-24,Sensitive,Cyst,Severe,Jawline and chin,Often reacts,Sulfates,Acne and breakouts,Medium,High,Cold,Follicular,Retinoid Treatment
U0335,25-34,Oily,Pustules,Moderate,Cheeks and jawline,Sometimes reacts,Alcohol,Anti-aging,Medium,Medium,Moderate,None,Salicylic Acid Cleanser
U0098,45+,Sensitive,Cyst,Severe,All over face,Often reacts,Alcohol,Dark spots/Uneven tone,Low,High,Hot,Luteal,Retinoid Treatment
U1192,25-34,Oily,Pustules,Mild,Jawline and chin,Often reacts,None,Dryness or flakiness,High,Medium,Moderate,None,Soothing Cleanser
U0738,18-24,Normal,Pustules,Moderate,All over face,Often reacts,Alcohol,Anti-aging,High,High,Cold,Follicular,Soothing Cleanser
U0907,13-17,Oily,Whiteheads,Moderate,Cheeks and jawline,Rarely reacts,Alcohol,Dryness or flakiness,Low,Medium,Moderate,Luteal,Niacinamide Serum
U0865,45+,Oily,Blackheads,Mild,T-Zone (forehead/nose),Rarely reacts,Sulfates,Large pores,Medium,Low,Moderate,Menstrual,Niacinamide Serum
U1356,13-17,Oily,Blackheads,Mild,All over face,Sometimes reacts,Fragrance,Dark spots/Uneven tone,Medium,High,Moderate,None,BHA Exfoliant
U0103,13-17,Oily,Blackheads,Mild,All over face,Often reacts,Alcohol,Large pores,Low,Low,Hot,Luteal,Soothing Cleanser
U0435,35-44,Combination,Pustules,Moderate,All over face,Sometimes reacts,Sulfates,Large pores,High,Medium,Moderate,None,Niacinamide Serum
U0075,45+,Oily,Blackheads,Moderate,All over face,Rarely reacts,Fragrance,Oily/Shiny skin,Medium,High,Hot,None,BHA Exfoliant
U1473,35-44,Dry,Papules,Mild,All over face,Sometimes reacts,Parabens,Dryness or flakiness,Low,Medium,Cold,Luteal,Niacinamide Serum
U0906,25-34,Normal,Papules,Mild,All over face,Sometimes reacts,Fragrance,Dryness or flakiness,Medium,High,Moderate,Luteal,Niacinamide Serum
U1389,35-44,Dry,Papules,Moderate,T-Zone (forehead/nose),Often reacts,Fragrance,Large pores,High,High,Moderate,Follicular,Soothing Cleanser
U0303,45+,Sensitive,Papules,Mild,T-Zone (forehead/nose),Often reacts,None,Dryness or flakiness,High,Low,Hot,Luteal,Soothing Cleanser
U1322,18-24,Dry,Cyst,Moderate,T-Zone (forehead/nose),Sometimes reacts,Fragrance,Anti-aging,Low,High,Hot,None,Retinoid Treatment
U1291,13-17,Dry,Whiteheads,Moderate,Jawline and chin,Often reacts,Fragrance,Oily/Shiny skin,Medium,Medium,Moderate,None,Soothing Cleanser
U1250,35-44,Dry,Pustules,Mild,Cheeks and jawline,Often reacts,None,Oily/Shiny skin,Low,Low,Hot,Menstrual,Soothing Cleanser
U0763,25-34,Oily,Blackheads,Mild,T-Zone (forehead/nose),Sometimes reacts,Fragrance,Large pores,Low,Low,Moderate,None,BHA Exfoliant
U0734,35-44,Oily,Papules,Moderate,All over face,Often reacts,Sulfates,Dark spots/Uneven tone,High,Medium,Cold,None,Soothing Cleanser
U0389,25-34,Dry,Blackheads,Mild,T-Zone (forehead/nose),Sometimes reacts,None,Acne and breakouts,High,Medium,Hot,Luteal,Soothing Cleanser
U0236,35-44,Sensitive,Papules,Mild,T-Zone (forehead/nose),Sometimes reacts,None,Dark spots/Uneven tone,High,Medium,Hot,Luteal,Soothing Cleanser
U1273,45+,Dry,Blackheads,Mild,Cheeks and jawline,Rarely reacts,Sulfates,Acne and breakouts,High,Low,Cold,Menstrual,Niacinamide Serum
U0268,18-24,Sensitive,Blackheads,Mild,Jawline and chin,Often reacts,Alcohol,Dark spots/Uneven tone,High,High,Cold,None,Soothing Cleanser
U0306,18-24,Sensitive,Blackheads,Mild,Jawline and chin,Sometimes reacts,Sulfates,Large pores,Medium,Low,Moderate,Luteal,Soothing Cleanser
U1229,25-34,Combination,Pustules,Moderate,T-Zone (forehead/nose),Often reacts,Fragrance,Anti-aging,Medium,Low,Hot,Follicular,Soothing Cleanser
U0118,45+,Sensitive,Blackheads,Mild,T-Zone (forehead/nose),Sometimes reacts,Alcohol,Large pores,Low,Medium,Moderate,Ovulation,Soothing Cleanser
U1238,45+,Normal,Blackheads,Mild,All over face,Rarely reacts,None,Oily/Shiny skin,Medium,High,Hot,Follicular,Gentle Hydrating Cleanser
U0674,18-24,Combination,Blackheads,Mild,T-Zone (forehead/nose),Sometimes reacts,Fragrance,Oily/Shiny skin,Medium,Medium,Hot,Luteal,Niacinamide Serum
U0250,35-44,Dry,Papules,Moderate,T-Zone (forehead/nose),Rarely reacts,Fragrance,Oily/Shiny skin,Medium,Low,Moderate,None,Gentle Hydrating Cleanser
U1113,18-24,Normal,Blackheads,Mild,Jawline and chin,Often reacts,Fragrance,Dryness or flakiness,Medium,High,Moderate,Follicular,Soothing Cleanser
U1097,13-17,Oily,Blackheads,Mild,T-Zone (forehead/nose),Rarely reacts,Alcohol,Oily/Shiny skin,High,Low,Hot,Follicular,BHA Exfoliant
U0095,25-34,Dry,Blackheads,Moderate,T-Zone (forehead/nose),Sometimes reacts,Sulfates,Anti-aging,Medium,Low,Cold,Menstrual,Niacinamide Serum
U0953,18-24,Oily,Blackheads,Mild,T-Zone (forehead/nose),Rarely reacts,Parabens,Acne and breakouts,High,High,Cold,None,BHA Exfoliant
U0034,18-24,Combination,Pustules,Moderate,Cheeks and jawline,Rarely reacts,Fragrance,Dark spots/Uneven tone,Low,Medium,Cold,Luteal,Niacinamide Serum
U1121,13-17,Combination,Cyst,Severe,T-Zone (forehead/nose),Rarely reacts,Sulfates,Acne and breakouts,Low,Medium,Moderate,Luteal,Retinoid Treatment
U0449,45+,Sensitive,Blackheads,Mild,Cheeks and jawline,Sometimes reacts,Fragrance,Oily/Shiny skin,Low,High,Cold,Ovulation,Soothing Cleanser
U0446,13-17,Sensitive,Whiteheads,Severe,All over face,Rarely reacts,Alcohol,Acne and breakouts,High,Medium,Cold,Ovulation,Retinoid Treatment
U0772,18-24,Combination,Pustules,Moderate,Jawline and chin,Sometimes reacts,None,Oily/Shiny skin,Medium,Medium,Hot,Follicular,Niacinamide Serum
U0717,45+,Normal,Blackheads,Mild,Cheeks and jawline,Sometimes reacts,Sulfates,Dryness or flakiness,High,High,Hot,Follicular,Gentle Hydrating Cleanser
U0917,35-44,Normal,Papules,Mild,All over face,Rarely reacts,None,Dryness or flakiness,High,Low,Moderate,None,Gentle Hydrating Cleanser
U1304,18-24,Combination,Cyst,Severe,Cheeks and jawline,Rarely reacts,None,Oily/Shiny skin,High,Low,Hot,Menstrual,Benzoyl Peroxide Treatment
U0931,13-17,Normal,Papules,Moderate,T-Zone (forehead/nose),Rarely reacts,Alcohol,Anti-aging,High,Low,Cold,Follicular,Retinoid Treatment
U1470,18-24,Dry,Blackheads,Moderate,Jawline and chin,Sometimes reacts,Alcohol,Anti-aging,High,Low,Moderate,None,Niacinamide Serum
U0078,45+,Oily,Cyst,Severe,Jawline and chin,Sometimes reacts,Fragrance,Oily/Shiny skin,High,Medium,Hot,None,Retinoid Treatment
U0085,18-24,Sensitive,Papules,Severe,T-Zone (forehead/nose),Often reacts,None,Large pores,Medium,Low,Moderate,Follicular,Retinoid Treatment
U0863,45+,Sensitive,Papules,Moderate,Jawline and chin,Often reacts,Parabens,Dryness or flakiness,Medium,High,Moderate,None,Soothing Cleanser
U0083,35-44,Dry,Pustules,Severe,Jawline and chin,Rarely reacts,Parabens,Dryness or flakiness,Medium,High,Hot,Luteal,Retinoid Treatment
U0458,25-34,Sensitive,Cyst,Moderate,Cheeks and jawline,Often reacts,Parabens,Dryness or flakiness,High,Low,Moderate,Luteal,Retinoid Treatment
U0949,18-24,Oily,Cyst,Severe,Jawline and chin,Often reacts,Fragrance,Acne and breakouts,Low,Medium,Hot,None,Retinoid Treatment
U0677,35-44,Oily,Blackheads,Moderate,Jawline and chin,Sometimes reacts,None,Dark spots/Uneven tone,Medium,Medium,Cold,Ovulation,Niacinamide Serum
U1282,35-44,Combination,Cyst,Moderate,All over face,Sometimes reacts,Parabens,Oily/Shiny skin,High,High,Cold,None,Retinoid Treatment
U1095,45+,Combination,Whiteheads,Moderate,Cheeks and jawline,Often reacts,Sulfates,Large pores,High,Low,Hot,Luteal,Soothing Cleanser
U0437,45+,Combination,Pustules,Moderate,Jawline and chin,Rarely reacts,Alcohol,Oily/Shiny skin,High,Medium,Moderate,None,Niacinamide Serum
U0771,35-44,Combination,Papules,Moderate,Jawline and chin,Rarely reacts,None,Anti-aging,Low,Low,Cold,None,Niacinamide Serum
U0645,35-44,Dry,Cyst,Severe,Jawline and chin,Rarely reacts,Fragrance,Large pores,Low,Medium,Moderate,Follicular,Retinoid Treatment
U1459,13-17,Dry,Pustules,Mild,T-Zone (forehead/nose),Sometimes reacts,Sulfates,Large pores,High,Low,Hot,Follicular,Gentle Hydrating Cleanser
U1141,18-24,Normal,Cyst,Mild,T-Zone (forehead/nose),Sometimes reacts,None,Anti-aging,Low,Medium,Hot,Follicular,Benzoyl Peroxide Treatment
U1372,45+,Normal,Cyst,Moderate,T-Zone (forehead/nose),Often reacts,Alcohol,Large pores,Low,Low,Moderate,Follicular,Retinoid Treatment
U0405,35-44,Normal,Blackheads,Moderate,T-Zone (forehead/nose),Rarely reacts,Sulfates,Acne and breakouts,Low,Medium,Hot,Luteal,Niacinamide Serum
U1332,35-44,Oily,Cyst,Moderate,All over face,Sometimes reacts,Fragrance,Anti-aging,High,High,Moderate,Luteal,Retinoid Treatment
U0964,45+,Combination,Pustules,Moderate,Jawline and chin,Sometimes reacts,None,Anti-aging,High,Medium,Moderate,None,Niacinamide Serum
U1062,45+,Oily,Pustules,Moderate,Cheeks and jawline,Often reacts,None,Large pores,Medium,High,Hot,Luteal,Soothing Cleanser
U0105,25-34,Dry,Blackheads,Moderate,All over face,Often reacts,Alcohol,Dryness or flakiness,Low,Low,Hot,Menstrual,Soothing Cleanser
U0610,45+,Combination,Papules,Mild,T-Zone (forehead/nose),Rarely reacts,Parabens,Acne and breakouts,Low,Medium,Hot,Follicular,Gentle Hydrating Cleanser
U0860,35-44,Oily,Papules,Severe,All over face,Rarely reacts,None,Dryness or flakiness,High,Medium,Hot,None,Benzoyl Peroxide Treatment
U0689,35-44,Normal,Papules,Moderate,All over face,Sometimes reacts,Sulfates,Large pores,Low,High,Cold,Ovulation,Salicylic Acid Cleanser
U0827,25-34,Oily,Cyst,Severe,T-Zone (forehead/nose),Sometimes reacts,Parabens,Anti-aging,Low,Low,Hot,None,Retinoid Treatment
U1377,25-34,Sensitive,Cyst,Severe,Jawline and chin,Sometimes reacts,None,Anti-aging,High,High,Hot,Follicular,Benzoyl Peroxide Treatment
U0063,45+,Combination,Cyst,Severe,Jawline and chin,Rarely reacts,None,Dryness or flakiness,Medium,High,Moderate,Ovulation,Benzoyl Peroxide Treatment
U0282,25-34,Oily,Cyst,Severe,Jawline and chin,Rarely reacts,Sulfates,Acne and breakouts,Low,High,Cold,None,Retinoid Treatment
U0779,35-44,Combination,Pustules,Severe,T-Zone (forehead/nose),Sometimes reacts,Alcohol,Dark spots/Uneven tone,High,Medium,Cold,Luteal,Retinoid Treatment
U1034,18-24,Sensitive,Papules,Mild,All over face,Often reacts,None,Anti-aging,Medium,Medium,Hot,None,Soothing Cleanser
U0239,45+,Dry,Blackheads,Moderate,Jawline and chin,Sometimes reacts,Parabens,Dark spots/Uneven tone,High,High,Hot,Luteal,Niacinamide Serum
U0224,13-17,Normal,Cyst,Severe,T-Zone (forehead/nose),Often reacts,Fragrance,Dark spots/Uneven tone,Low,Low,Moderate,Menstrual,Retinoid Treatment
U0146,25-34,Oily,Cyst,Severe,T-Zone (forehead/nose),Sometimes reacts,Parabens,Acne and breakouts,High,Medium,Moderate,None,Retinoid Treatment
U1428,13-17,Dry,Whiteheads,Mild,Cheeks and jawline,Sometimes reacts,Parabens,Acne and breakouts,Medium,High,Moderate,Menstrual,Niacinamide Serum
U0374,45+,Normal,Pustules,Moderate,Cheeks and jawline,Rarely reacts,Alcohol,Dryness or flakiness,Medium,Low,Hot,Luteal,Niacinamide Serum
U1362,45+,Dry,Pustules,Severe,Jawline and chin,Sometimes reacts,None,Dark spots/Uneven tone,High,High,Hot,Ovulation,Benzoyl Peroxide Treatment
U0119,45+,Combination,Blackheads,Moderate,T-Zone (forehead/nose),Often reacts,Parabens,Large pores,Low,Low,Cold,Luteal,Soothing Cleanser
U1150,25-34,Normal,Cyst,Severe,Jawline and chin,Often reacts,Parabens,Large pores,Low,Medium,Hot,Menstrual,Retinoid Treatment
U0251,45+,Sensitive,Blackheads,Mild,T-Zone (forehead/nose),Rarely reacts,Fragrance,Dryness or flakiness,High,Medium,Hot,None,Soothing Cleanser
U1475,25-34,Normal,Pustules,Moderate,All over face,Rarely reacts,Parabens,Acne and breakouts,Low,High,Cold,Luteal,Niacinamide Serum
U1235,18-24,Normal,Whiteheads,Mild,T-Zone (forehead/nose),Rarely reacts,Parabens,Dryness or flakiness,Low,Medium,Cold,None,Gentle Hydrating Cleanser
U0922,13-17,Oily,Papules,Moderate,All over face,Often reacts,None,Acne and breakouts,Medium,Medium,Moderate,None,Soothing Cleanser
U0010,13-17,Oily,Blackheads,Severe,T-Zone (forehead/nose),Often reacts,Alcohol,Anti-aging,Medium,High,Cold,Luteal,Retinoid Treatment
U0450,35-44,Oily,Blackheads,Mild,Cheeks and jawline,Often reacts,Alcohol,Acne and breakouts,Medium,Low,Moderate,None,Soothing Cleanser
U0989,25-34,Dry,Blackheads,Moderate,Cheeks and jawline,Often reacts,Fragrance,Acne and breakouts,Medium,High,Moderate,Luteal,Soothing Cleanser
U0709,35-44,Normal,Blackheads,Mild,All over face,Often reacts,Parabens,Oily/Shiny skin,Low,High,Hot,None,Soothing Cleanser
U0256,25-34,Dry,Papules,Mild,Jawline and chin,Sometimes reacts,Alcohol,Large pores,High,Medium,Hot,Menstrual,Niacinamide Serum
U0594,25-34,Normal,Pustules,Severe,Jawline and chin,Sometimes reacts,Fragrance,Acne and breakouts,Medium,Medium,Moderate,Follicular,Retinoid Treatment
U0390,13-17,Dry,Papules,Mild,Jawline and chin,Sometimes reacts,Sulfates,Oily/Shiny skin,High,High,Cold,Menstrual,Niacinamide Serum
U0988,18-24,Oily,Blackheads,Severe,All over face,Sometimes reacts,None,Acne and breakouts,Medium,Low,Moderate,None,Benzoyl Peroxide Treatment
U1227,35-44,Combination,Blackheads,Mild,Cheeks and jawline,Rarely reacts,Fragrance,Acne and breakouts,High,High,Hot,Luteal,Niacinamide Serum
U0558,45+,Dry,Blackheads,Moderate,T-Zone (forehead/nose),Rarely reacts,Fragrance,Acne and breakouts,High,Low,Moderate,None,Niacinamide Serum
U1316,45+,Dry,Cyst,Severe,All over face,Sometimes reacts,Sulfates,Anti-aging,Low,Medium,Hot,Luteal,Retinoid Treatment
U0868,25-34,Oily,Blackheads,Mild,Jawline and chin,Sometimes reacts,Parabens,Oily/Shiny skin,Medium,Low,Moderate,Menstrual,Niacinamide Serum
U0461,35-44,Dry,Cyst,Mild,T-Zone (forehead/nose),Rarely reacts,Sulfates,Large pores,Low,Medium,Hot,Luteal,Retinoid Treatment
U0724,25-34,Dry,Cyst,Severe,Cheeks and jawline,Rarely reacts,Parabens,Acne and breakouts,Low,High,Moderate,Follicular,Retinoid Treatment
U1411,45+,Sensitive,Blackheads,Mild,T-Zone (forehead/nose),Sometimes reacts,Fragrance,Dryness or flakiness,Medium,Low,Moderate,None,Soothing Cleanser
U0145,18-24,Dry,Papules,Mild,All over face,Sometimes reacts,Fragrance,Large pores,Medium,Low,Hot,Luteal,Niacinamide Serum
U0502,35-44,Oily,Papules,Moderate,All over face,Sometimes reacts,Alcohol,Anti-aging,High,Low,Cold,Follicular,Salicylic Acid Cleanser
U1119,25-34,Dry,Blackheads,Moderate,All over face,Rarely reacts,None,Large pores,High,Medium,Cold,Follicular,Gentle Hydrating Cleanser
U0740,35-44,Combination,Whiteheads,Moderate,Cheeks and jawline,Rarely reacts,Sulfates,Dryness or flakiness,Low,Medium,Hot,None,Gentle Hydrating Cleanser
U1457,45+,Combination,Blackheads,Moderate,T-Zone (forehead/nose),Sometimes reacts,Sulfates,Anti-aging,Medium,Medium,Cold,None,BHA Exfoliant
U0732,25-34,Sensitive,Blackheads,Mild,Cheeks and jawline,Often reacts,None,Dryness or flakiness,Low,Low,Hot,Menstrual,Soothing Cleanser
U0540,35-44,Sensitive,Papules,Moderate,Jawline and chin,Rarely reacts,Alcohol,Anti-aging,Low,Medium,Cold,Luteal,Soothing Cleanser
U0178,45+,Sensitive,Papules,Mild,Cheeks and jawline,Rarely reacts,Alcohol,Acne and breakouts,High,High,Cold,Luteal,Soothing Cleanser
U1477,45+,Combination,Cyst,Severe,T-Zone (forehead/nose),Sometimes reacts,Alcohol,Oily/Shiny skin,Low,High,Moderate,Luteal,Retinoid Treatment
U0698,35-44,Dry,Pustules,Severe,T-Zone (forehead/nose),Rarely reacts,Fragrance,Dark spots/Uneven tone,High,Medium,Hot,None,Retinoid Treatment
U0971,35-44,Oily,Pustules,Mild,All over face,Sometimes reacts,None,Acne and breakouts,Medium,Medium,Hot,None,Salicylic Acid Cleanser
U1066,25-34,Combination,Blackheads,Mild,T-Zone (forehead/nose),Sometimes reacts,Sulfates,Oily/Shiny skin,Low,Low,Hot,None,Soothing Cleanser
U0905,13-17,Oily,Papules,Mild,Cheeks and jawline,Often reacts,Parabens,Large pores,Medium,High,Cold,None,Soothing Cleanser
U1301,35-44,Combination,Blackheads,Moderate,T-Zone (forehead/nose),Rarely reacts,Fragrance,Acne and breakouts,High,Low,Cold,None,BHA Exfoliant
U0008,25-34,Oily,Blackheads,Mild,T-Zone (forehead/nose),Sometimes reacts,Sulfates,Oily/Shiny skin,High,Medium,Moderate,Follicular,BHA Exfoliant
U1387,18-24,Oily,Pustules,Severe,T-Zone (forehead/nose),Often reacts,Fragrance,Dryness or flakiness,High,High,Moderate,Luteal,Retinoid Treatment
U0668,35-44,Oily,Pustules,Severe,Cheeks and jawline,Rarely reacts,Alcohol,Oily/Shiny skin,Medium,Medium,Hot,None,Retinoid Treatment
U1203,13-17,Combination,Blackheads,Moderate,All over face,Sometimes reacts,Fragrance,Dark spots/Uneven tone,High,Medium,Cold,None,BHA Exfoliant
U0358,25-34,Oily,Blackheads,Mild,Cheeks and jawline,Rarely reacts,Parabens,Dark spots/Uneven tone,Low,Low,Moderate,Follicular,BHA Exfoliant
U0784,18-24,Oily,Pustules,Moderate,Jawline and chin,Sometimes reacts,None,Oily/Shiny skin,Medium,High,Hot,Menstrual,Niacinamide Serum
U0736,18-24,Dry,Cyst,Mild,All over face,Sometimes reacts,Alcohol,Oily/Shiny skin,High,Medium,Hot,Luteal,Retinoid Treatment
U0330,13-17,Oily,Papules,Severe,All over face,Rarely reacts,None,Large pores,Medium,Medium,Hot,Follicular,Benzoyl Peroxide Treatment
U1407,35-44,Sensitive,Pustules,Mild,All over face,Sometimes reacts,Fragrance,Dryness or flakiness,Medium,Low,Cold,None,Soothing Cleanser
U1173,13-17,Dry,Blackheads,Mild,All over face,Often reacts,Alcohol,Oily/Shiny skin,Low,High,Hot,None,Soothing Cleanser
U1325,45+,Sensitive,Whiteheads,Mild,All over face,Often reacts,None,Oily/Shiny skin,Medium,Low,Cold,Follicular,Soothing Cleanser
U0259,45+,Dry,Blackheads,Moderate,Jawline and chin,Sometimes reacts,Fragrance,Acne and breakouts,Low,High,Moderate,Follicular,Niacinamide Serum
U0910,45+,Normal,Cyst,Moderate,Cheeks and jawline,Sometimes reacts,Fragrance,Large pores,High,Medium,Hot,Luteal,Retinoid Treatment
U1200,35-44,Oily,Cyst,Severe,Jawline and chin,Sometimes reacts,Parabens,Oily/Shiny skin,Low,Medium,Hot,Luteal,Retinoid Treatment
U0373,25-34,Normal,Blackheads,Mild,T-Zone (forehead/nose),Often reacts,Sulfates,Oily/Shiny skin,High,Medium,Cold,None,Soothing Cleanser
U1125,45+,Normal,Blackheads,Mild,Cheeks and jawline,Rarely reacts,Alcohol,Oily/Shiny skin,High,Medium,Cold,None,Gentle Hydrating Cleanser
U1467,18-24,Dry,Papules,Severe,T-Zone (forehead/nose),Often reacts,Alcohol,Anti-aging,Low,High,Cold,Luteal,Retinoid Treatment
U0143,13-17,Oily,Pustules,Moderate,All over face,Often reacts,Alcohol,Large pores,High,High,Hot,Luteal,Soothing Cleanser
U0526,18-24,Dry,Blackheads,Moderate,T-Zone (forehead/nose),Sometimes reacts,None,Dryness or flakiness,High,Medium,Cold,Follicular,Gentle Hydrating Cleanser
U1161,35-44,Sensitive,Cyst,Severe,T-Zone (forehead/nose),Often reacts,Alcohol,Dryness or flakiness,High,Low,Hot,Luteal,Retinoid Treatment
U0233,35-44,Combination,Cyst,Severe,Cheeks and jawline,Sometimes reacts,Sulfates,Dryness or flakiness,High,High,Hot,Luteal,Retinoid Treatment
U1272,18-24,Oily,Blackheads,Mild,T-Zone (forehead/nose),Often reacts,Parabens,Large pores,Medium,Medium,Hot,None,Soothing Cleanser
U1453,35-44,Dry,Papules,Mild,T-Zone (forehead/nose),Rarely reacts,Sulfates,Acne and breakouts,High,Medium,Hot,Menstrual,Niacinamide Serum
U0441,13-17,Oily,Blackheads,Moderate,All over face,Rarely reacts,Alcohol,Acne and breakouts,High,Medium,Moderate,None,Niacinamide Serum
U0532,13-17,Sensitive,Pustules,Moderate,T-Zone (forehead/nose),Sometimes reacts,None,Anti-aging,Low,Medium,Hot,Menstrual,Soothing Cleanser
U1228,35-44,Sensitive,Pustules,Mild,Jawline and chin,Often reacts,Fragrance,Dryness or flakiness,High,High,Moderate,None,Soothing Cleanser
U0227,25-34,Combination,Papules,Moderate,T-Zone (forehead/nose),Often reacts,Fragrance,Dryness or flakiness,Medium,Medium,Moderate,Luteal,Soothing Cleanser
U1053,45+,Oily,Whiteheads,Moderate,T-Zone (forehead/nose),Rarely reacts,Parabens,Anti-aging,High,High,Moderate,Luteal,Niacinamide Serum
U0229,13-17,Combination,Papules,Moderate,Jawline and chin,Sometimes reacts,Fragrance,Anti-aging,High,Low,Hot,None,Niacinamide Serum
U1308,45+,Oily,Cyst,Severe,All over face,Rarely reacts,Sulfates,Dark spots/Uneven tone,Medium,High,Moderate,None,Retinoid Treatment
U1326,18-24,Combination,Blackheads,Mild,Jawline and chin,Rarely reacts,Fragrance,Anti-aging,Medium,High,Moderate,Ovulation,Niacinamide Serum
U0213,18-24,Dry,Cyst,Moderate,T-Zone (forehead/nose),Sometimes reacts,None,Large pores,High,High,Moderate,Luteal,Benzoyl Peroxide Treatment
U0886,13-17,Oily,Pustules,Mild,All over face,Sometimes reacts,Parabens,Oily/Shiny skin,High,High,Cold,Ovulation,Salicylic Acid Cleanser
U0080,18-24,Combination,Whiteheads,Moderate,T-Zone (forehead/nose),Rarely reacts,Parabens,Acne and breakouts,Low,Low,Moderate,Follicular,Gentle Hydrating Cleanser
U0149,25-34,Combination,Blackheads,Moderate,Jawline and chin,Rarely reacts,Parabens,Dryness or flakiness,Low,High,Cold,None,Niacinamide Serum
U0815,45+,Oily,Whiteheads,Mild,Jawline and chin,Often reacts,Fragrance,Dark spots/Uneven tone,High,Low,Cold,Ovulation,Soothing Cleanser
U0934,35-44,Dry,Cyst,Moderate,Jawline and chin,Often reacts,Sulfates,Dark spots/Uneven tone,Low,High,Cold,None,Retinoid Treatment
U0943,25-34,Combination,Whiteheads,Mild,T-Zone (forehead/nose),Rarely reacts,Parabens,Anti-aging,Medium,Medium,Moderate,Follicular,Gentle Hydrating Cleanser
U0672,25-34,Normal,Blackheads,Mild,T-Zone (forehead/nose),Often reacts,Sulfates,Large pores,High,Medium,Moderate,Follicular,Soothing Cleanser
U1180,25-34,Normal,Cyst,Severe,Cheeks and jawline,Rarely reacts,Alcohol,Dryness or flakiness,Low,Low,Moderate,Ovulation,Retinoid Treatment
U0556,45+,Dry,Cyst,Severe,All over face,Rarely reacts,Alcohol,Dryness or flakiness,High,Low,Hot,Follicular,Retinoid Treatment
U0938,25-34,Sensitive,Cyst,Severe,Jawline and chin,Sometimes reacts,None,Anti-aging,Low,High,Moderate,Follicular,Benzoyl Peroxide Treatment
