user_id,age_group,skin_type,acne_severity,breakout_location,product_sensitivity,allergen,skin_concern,acne_type,humidity,pollution,temperature,hormonal_phase,recommended_treatment
U0417,35-44,Sensitive,Mild,All over face,Rarely reacts,None,Acne and breakouts,Blackheads,Low,High,Moderate,Menstrual,Soothing Cleanser
U0335,25-34,Oily,Moderate,Cheeks and jawline,Sometimes reacts,Alcohol,Anti-aging,Pustules,Medium,Medium,Moderate,,Salicylic Acid Cleanser
U0098,45+,Sensitive,Severe,All over face,Often reacts,Alcohol,Dark spots/Uneven tone,Cyst,Low,High,Hot,Luteal,Retinoid Treatment
U1192,25-34,Oily,Mild,Jawline and chin,Often reacts,None,Dryness or flakiness,Pustules,High,Medium,Moderate,None,Soothing Cleanser
U0738,18-24,Normal,Moderate,All over face,Often reacts,Alcohol,Anti-aging,Pustules,High,High,Cold,Follicular,Soothing Cleanser
U0907,13-17,Oily,Moderate,Cheeks and jawline,Rarely reacts,Alcohol,Dryness or flakiness,Whiteheads,Low,Medium,Moderate,Luteal,Niacinamide Serum
U0865,45+,Oily,Mild,T-Zone (forehead/nose),Rarely reacts,Sulfates,Large pores,Blackheads,Medium,Low,Moderate,Menstrual,Niacinamide Serum
U1356,13-17,Oily,Mild,All over face,Sometimes reacts,Fragrance,Dark spots/Uneven tone,Blackheads,Medium,High,Moderate,None,BHA Exfoliant
U0103,13-17,Oily,Mild,All over face,Often reacts,Alcohol,Large pores,Blackheads,Low,Low,Hot,Luteal,Soothing Cleanser
U0435,35-44,Combination,Moderate,All over face,Sometimes reacts,Sulfates,Large pores,Pustules,High,Medium,Moderate,,Niacinamide Serum
U0075,45+,Oily,Moderate,All over face,Rarely reacts,Fragrance,Oily/Shiny skin,Blackheads,Medium,High,Hot,None,BHA Exfoliant
U1473,35-44,Dry,Mild,All over face,Sometimes reacts,Parabens,Dryness or flakiness,Papules,Low,Medium,Cold,Luteal,Niacinamide Serum
U0906,25-34,Normal,Mild,All over face,Sometimes reacts,Fragrance,Dryness or flakiness,Papules,Medium,High,Moderate,Luteal,Niacinamide Serum
U1389,35-44,Dry,Moderate,T-Zone (forehead/nose),Often reacts,Fragrance,Large pores,Papules,High,High,Moderate,Follicular,Soothing Cleanser
U0303,45+,Sensitive,Mild,T-Zone (forehead/nose),Often reacts,None,Dryness or flakiness,Papules,High,Low,Hot,Luteal,Soothing Cleanser
U1322,18-24,Dry,Moderate,T-Zone (forehead/nose),Sometimes reacts,Fragrance,Anti-aging,Cyst,Low,High,Hot,None,Retinoid Treatment
U1291,13-17,Dry,Moderate,Jawline and chin,Often reacts,Fragrance,Oily/Shiny skin,Whiteheads,Medium,Medium,Moderate,None,Soothing Cleanser
U1250,35-44,Dry,Mild,Cheeks and jawline,Often reacts,None,Oily/Shiny skin,Pustules,Low,Low,Hot,Menstrual,Soothing Cleanser
U0763,25-34,Oily,Mild,T-Zone (forehead/nose),Sometimes reacts,Fragrance,Large pores,Blackheads,Low,Low,Moderate,None,BHA Exfoliant
U0734,35-44,Oily,Moderate,All over face,Often reacts,Sulfates,Dark spots/Uneven tone,Papules,High,Medium,Cold,None,Soothing Cleanser
U0389,25-34,Dry,Mild,T-Zone (forehead/nose),,None,Acne and breakouts,Blackheads,High,Medium,Hot,Luteal,Soothing Cleanser
U0236,35-44,Sensitive,Mild,T-Zone (forehead/nose),Sometimes reacts,None,Dark spots/Uneven tone,Papules,High,Medium,Hot,Luteal,Soothing Cleanser
U1273,45+,Dry,Mild,Cheeks and jawline,Rarely reacts,Sulfates,Acne and breakouts,Blackheads,High,Low,Cold,Menstrual,Niacinamide Serum
U0268,18-24,Sensitive,Mild,Jawline and chin,Often reacts,Alcohol,Dark spots/Uneven tone,Blackheads,High,High,Cold,None,Soothing Cleanser
U0306,18-24,Sensitive,Mild,Jawline and chin,Sometimes reacts,Sulfates,Large pores,Blackheads,Medium,Low,Moderate,Luteal,Soothing Cleanser
U1229,25-34,Combination,Moderate,T-Zone (forehead/nose),Often reacts,Fragrance,Anti-aging,Pustules,Medium,Low,Hot,Follicular,Soothing Cleanser
U0118,45+,Sensitive,Mild,,Sometimes reacts,Alcohol,Large pores,Blackheads,Low,Medium,Moderate,Ovulation,Soothing Cleanser
U1238,45+,Normal,Mild,All over face,Rarely reacts,None,Oily/Shiny skin,Blackheads,Medium,High,Hot,Follicular,Gentle Hydrating Cleanser
U0674,18-24,Combination,Mild,T-Zone (forehead/nose),Sometimes reacts,Fragrance,Oily/Shiny skin,Blackheads,Medium,Medium,Hot,Luteal,Niacinamide Serum
U0250,35-44,Dry,Moderate,T-Zone (forehead/nose),Rarely reacts,Fragrance,Oily/Shiny skin,Papules,Medium,Low,Moderate,None,Gentle Hydrating Cleanser
U1113,18-24,Normal,Mild,Jawline and chin,Often reacts,Fragrance,Dryness or flakiness,Blackheads,Medium,High,Moderate,Follicular,Soothing Cleanser
U1097,13-17,Oily,Mild,,Rarely reacts,Alcohol,Oily/Shiny skin,Blackheads,High,Low,Hot,Follicular,BHA Exfoliant
U0072,25-34,Normal,Mild,Cheeks and jawline,Sometimes reacts,Fragrance,Large pores,Pustules,Low,High,Cold,Follicular,Gentle Hydrating Cleanser
U0095,25-34,Dry,Moderate,T-Zone (forehead/nose),Sometimes reacts,Sulfates,Anti-aging,Blackheads,Medium,Low,Cold,Menstrual,Niacinamide Serum
U0953,18-24,Oily,Mild,T-Zone (forehead/nose),Rarely reacts,Parabens,Acne and breakouts,Blackheads,High,High,Cold,None,BHA Exfoliant
U0034,18-24,Combination,Moderate,Cheeks and jawline,Rarely reacts,Fragrance,Dark spots/Uneven tone,Pustules,Low,Medium,Cold,Luteal,Niacinamide Serum
U1121,13-17,Combination,Severe,T-Zone (forehead/nose),Rarely reacts,Sulfates,Acne and breakouts,Cyst,Low,Medium,Moderate,Luteal,Retinoid Treatment
U0449,45+,Sensitive,Mild,Cheeks and jawline,Sometimes reacts,Fragrance,Oily/Shiny skin,Blackheads,Low,High,Cold,Ovulation,Soothing Cleanser
U0446,13-17,Sensitive,Severe,All over face,Rarely reacts,Alcohol,Acne and breakouts,Whiteheads,High,Medium,Cold,Ovulation,Retinoid Treatment
U0772,18-24,Combination,Moderate,Jawline and chin,Sometimes reacts,None,Oily/Shiny skin,Pustules,Medium,Medium,Hot,Follicular,Niacinamide Serum
U0717,45+,Normal,Mild,Cheeks and jawline,Sometimes reacts,Sulfates,Dryness or flakiness,Blackheads,High,High,Hot,Follicular,Gentle Hydrating Cleanser
U0917,35-44,Normal,Mild,All over face,Rarely reacts,None,Dryness or flakiness,Papules,High,Low,Moderate,None,Gentle Hydrating Cleanser
U1304,18-24,Combination,Severe,Cheeks and jawline,Rarely reacts,None,Oily/Shiny skin,Cyst,High,Low,Hot,Menstrual,Benzoyl Peroxide Treatment
U0931,13-17,Normal,Moderate,T-Zone (forehead/nose),Rarely reacts,Alcohol,Anti-aging,Papules,High,Low,Cold,Follicular,Retinoid Treatment
U1470,18-24,Dry,Moderate,Jawline and chin,Sometimes reacts,Alcohol,Anti-aging,Blackheads,High,Low,Moderate,None,Niacinamide Serum
U0078,45+,Oily,Severe,Jawline and chin,Sometimes reacts,Fragrance,Oily/Shiny skin,Cyst,High,Medium,Hot,,Retinoid Treatment
U0085,18-24,Sensitive,Severe,T-Zone (forehead/nose),Often reacts,None,Large pores,Papules,Medium,Low,Moderate,Follicular,Retinoid Treatment
U0863,45+,Sensitive,Moderate,Jawline and chin,Often reacts,Parabens,Dryness or flakiness,Papules,Medium,High,Moderate,None,Soothing Cleanser
U0083,35-44,Dry,Severe,Jawline and chin,Rarely reacts,Parabens,Dryness or flakiness,Pustules,Medium,High,Hot,Luteal,Retinoid Treatment
U0458,25-34,Sensitive,Moderate,Cheeks and jawline,Often reacts,Parabens,Dryness or flakiness,Cyst,High,Low,Moderate,Luteal,Retinoid Treatment
U0949,18-24,Oily,Severe,Jawline and chin,Often reacts,Fragrance,Acne and breakouts,Cyst,Low,Medium,Hot,None,Retinoid Treatment
U0677,35-44,Oily,Moderate,Jawline and chin,Sometimes reacts,None,Dark spots/Uneven tone,Blackheads,Medium,Medium,Cold,Ovulation,Niacinamide Serum
U1282,35-44,Combination,Moderate,All over face,Sometimes reacts,Parabens,Oily/Shiny skin,Cyst,High,High,Cold,None,Retinoid Treatment
U1095,45+,Combination,Moderate,Cheeks and jawline,Often reacts,Sulfates,Large pores,Whiteheads,High,Low,Hot,Luteal,Soothing Cleanser
U0437,45+,Combination,Moderate,Jawline and chin,Rarely reacts,Alcohol,Oily/Shiny skin,Pustules,High,Medium,Moderate,,Niacinamide Serum
U0771,35-44,Combination,Moderate,Jawline and chin,Rarely reacts,None,Anti-aging,Papules,Low,Low,Cold,None,Niacinamide Serum
U0645,35-44,Dry,Severe,Jawline and chin,Rarely reacts,Fragrance,Large pores,Cyst,Low,Medium,Moderate,Follicular,Retinoid Treatment
U1459,13-17,Dry,Mild,T-Zone (forehead/nose),Sometimes reacts,Sulfates,Large pores,Pustules,High,Low,Hot,Follicular,Gentle Hydrating Cleanser
U1141,18-24,Normal,Mild,T-Zone (forehead/nose),Sometimes reacts,None,Anti-aging,Cyst,Low,Medium,Hot,Follicular,Benzoyl Peroxide Treatment
U1372,45+,Normal,Moderate,T-Zone (forehead/nose),Often reacts,Alcohol,Large pores,Cyst,Low,Low,Moderate,Follicular,Retinoid Treatment
U0405,35-44,Normal,Moderate,T-Zone (forehead/nose),Rarely reacts,Sulfates,Acne and breakouts,Blackheads,Low,Medium,Hot,Luteal,Niacinamide Serum
U1332,35-44,Oily,Moderate,All over face,Sometimes reacts,Fragrance,Anti-aging,Cyst,High,High,Moderate,Luteal,Retinoid Treatment
U0964,45+,Combination,Moderate,Jawline and chin,Sometimes reacts,None,Anti-aging,Pustules,High,Medium,Moderate,None,Niacinamide Serum
U1062,45+,Oily,Moderate,Cheeks and jawline,Often reacts,None,Large pores,Pustules,Medium,High,Hot,Luteal,Soothing Cleanser
U0105,25-34,Dry,Moderate,All over face,Often reacts,Alcohol,Dryness or flakiness,Blackheads,Low,Low,Hot,Menstrual,Soothing Cleanser
U0610,45+,Combination,Mild,T-Zone (forehead/nose),Rarely reacts,Parabens,Acne and breakouts,Papules,Low,Medium,Hot,Follicular,Gentle Hydrating Cleanser
U0860,35-44,Oily,Severe,All over face,Rarely reacts,None,Dryness or flakiness,Papules,High,Medium,Hot,,Benzoyl Peroxide Treatment
U0689,35-44,Normal,Moderate,All over face,Sometimes reacts,Sulfates,Large pores,Papules,Low,High,Cold,Ovulation,Salicylic Acid Cleanser
U0979,35-44,Normal,Mild,Cheeks and jawline,Sometimes reacts,Alcohol,Acne and breakouts,Pustules,Medium,Medium,Cold,Follicular,Gentle Hydrating Cleanser
U0827,25-34,Oily,Severe,T-Zone (forehead/nose),Sometimes reacts,Parabens,Anti-aging,Cyst,Low,Low,Hot,None,Retinoid Treatment
U1377,25-34,Sensitive,Severe,Jawline and chin,Sometimes reacts,None,Anti-aging,Cyst,High,High,Hot,Follicular,Benzoyl Peroxide Treatment
U0063,45+,Combination,Severe,Jawline and chin,Rarely reacts,None,Dryness or flakiness,Cyst,Medium,High,Moderate,Ovulation,Benzoyl Peroxide Treatment
U0282,25-34,Oily,Severe,Jawline and chin,Rarely reacts,Sulfates,Acne and breakouts,Cyst,Low,High,Cold,None,Retinoid Treatment
U0779,35-44,Combination,Severe,T-Zone (forehead/nose),Sometimes reacts,Alcohol,Dark spots/Uneven tone,Pustules,High,Medium,Cold,Luteal,Retinoid Treatment
U1034,18-24,Sensitive,Mild,All over face,Often reacts,,Anti-aging,Papules,Medium,Medium,Hot,None,Soothing Cleanser
U0239,45+,Dry,Moderate,Jawline and chin,Sometimes reacts,Parabens,Dark spots/Uneven tone,Blackheads,High,High,Hot,Luteal,Niacinamide Serum
U0224,13-17,Normal,Severe,,Often reacts,Fragrance,Dark spots/Uneven tone,Cyst,Low,Low,Moderate,Menstrual,Retinoid Treatment
U0146,25-34,Oily,Severe,T-Zone (forehead/nose),Sometimes reacts,Parabens,Acne and breakouts,Cyst,High,Medium,Moderate,,Retinoid Treatment
U1428,13-17,Dry,Mild,Cheeks and jawline,Sometimes reacts,Parabens,Acne and breakouts,Whiteheads,Medium,High,Moderate,Menstrual,Niacinamide Serum
U0374,45+,Normal,Moderate,Cheeks and jawline,Rarely reacts,Alcohol,Dryness or flakiness,Pustules,Medium,Low,Hot,Luteal,Niacinamide Serum
U1362,45+,Dry,Severe,Jawline and chin,Sometimes reacts,None,Dark spots/Uneven tone,Pustules,High,High,Hot,Ovulation,Benzoyl Peroxide Treatment
U0119,45+,Combination,Moderate,T-Zone (forehead/nose),Often reacts,Parabens,Large pores,Blackheads,Low,Low,Cold,Luteal,Soothing Cleanser
U1150,25-34,Normal,Severe,Jawline and chin,Often reacts,Parabens,Large pores,Cyst,Low,Medium,Hot,Menstrual,Retinoid Treatment
U0251,45+,Sensitive,Mild,T-Zone (forehead/nose),Rarely reacts,Fragrance,Dryness or flakiness,Blackheads,High,Medium,Hot,None,Soothing Cleanser
U1475,25-34,Normal,Moderate,All over face,Rarely reacts,Parabens,Acne and breakouts,Pustules,Low,High,Cold,Luteal,Niacinamide Serum
U1235,18-24,Normal,Mild,,Rarely reacts,Parabens,Dryness or flakiness,Whiteheads,Low,Medium,Cold,None,Gentle Hydrating Cleanser
U0922,13-17,Oily,Moderate,All over face,Often reacts,,Acne and breakouts,Papules,Medium,Medium,Moderate,None,Soothing Cleanser
U0010,13-17,Oily,Severe,T-Zone (forehead/nose),Often reacts,Alcohol,Anti-aging,Blackheads,Medium,High,Cold,Luteal,Retinoid Treatment
U0450,35-44,Oily,Mild,Cheeks and jawline,Often reacts,Alcohol,Acne and breakouts,Blackheads,Medium,Low,Moderate,,Soothing Cleanser
U0989,25-34,Dry,Moderate,Cheeks and jawline,Often reacts,Fragrance,Acne and breakouts,Blackheads,Medium,High,Moderate,Luteal,Soothing Cleanser
U0709,35-44,Normal,Mild,All over face,Often reacts,Parabens,Oily/Shiny skin,Blackheads,Low,High,Hot,None,Soothing Cleanser
U0256,25-34,Dry,Mild,Jawline and chin,Sometimes reacts,Alcohol,Large pores,Papules,High,Medium,Hot,Menstrual,Niacinamide Serum
U0594,25-34,Normal,Severe,Jawline and chin,Sometimes reacts,Fragrance,Acne and breakouts,Pustules,Medium,Medium,Moderate,Follicular,Retinoid Treatment
U0390,13-17,Dry,Mild,Jawline and chin,Sometimes reacts,Sulfates,Oily/Shiny skin,Papules,High,High,Cold,Menstrual,Niacinamide Serum
U0988,18-24,Oily,Severe,All over face,Sometimes reacts,None,Acne and breakouts,Blackheads,Medium,Low,Moderate,None,Benzoyl Peroxide Treatment
U1227,35-44,Combination,Mild,Cheeks and jawline,Rarely reacts,Fragrance,Acne and breakouts,Blackheads,High,High,Hot,Luteal,Niacinamide Serum
U0558,45+,Dry,Moderate,T-Zone (forehead/nose),Rarely reacts,Fragrance,Acne and breakouts,Blackheads,High,Low,Moderate,,Niacinamide Serum
U1316,45+,Dry,Severe,All over face,Sometimes reacts,Sulfates,Anti-aging,Cyst,Low,Medium,Hot,Luteal,Retinoid Treatment
U0868,25-34,Oily,Mild,Jawline and chin,Sometimes reacts,Parabens,Oily/Shiny skin,Blackheads,Medium,Low,Moderate,Menstrual,Niacinamide Serum
U0461,35-44,Dry,Mild,T-Zone (forehead/nose),Rarely reacts,Sulfates,Large pores,Cyst,Low,Medium,Hot,Luteal,Retinoid Treatment
U0724,25-34,Dry,Severe,Cheeks and jawline,Rarely reacts,Parabens,Acne and breakouts,Cyst,Low,High,Moderate,Follicular,Retinoid Treatment
U1411,45+,Sensitive,Mild,T-Zone (forehead/nose),Sometimes reacts,Fragrance,Dryness or flakiness,Blackheads,Medium,Low,Moderate,None,Soothing Cleanser
U0145,18-24,Dry,Mild,All over face,Sometimes reacts,Fragrance,Large pores,Papules,Medium,Low,Hot,Luteal,Niacinamide Serum
U0502,35-44,Oily,Moderate,All over face,Sometimes reacts,Alcohol,Anti-aging,Papules,High,Low,Cold,Follicular,Salicylic Acid Cleanser
U1119,25-34,Dry,Moderate,All over face,Rarely reacts,None,Large pores,Blackheads,High,Medium,Cold,Follicular,Gentle Hydrating Cleanser
U0740,35-44,Combination,Moderate,Cheeks and jawline,Rarely reacts,Sulfates,Dryness or flakiness,Whiteheads,Low,Medium,Hot,None,Gentle Hydrating Cleanser
U1457,45+,Combination,Moderate,T-Zone (forehead/nose),Sometimes reacts,Sulfates,Anti-aging,Blackheads,Medium,Medium,Cold,None,BHA Exfoliant
U0732,25-34,Sensitive,Mild,Cheeks and jawline,Often reacts,,Dryness or flakiness,Blackheads,Low,Low,Hot,Menstrual,Soothing Cleanser
U0540,35-44,Sensitive,Moderate,Jawline and chin,Rarely reacts,Alcohol,Anti-aging,Papules,Low,Medium,Cold,Luteal,Soothing Cleanser
U0178,45+,Sensitive,Mild,Cheeks and jawline,Rarely reacts,Alcohol,Acne and breakouts,Papules,High,High,Cold,Luteal,Soothing Cleanser
U1477,45+,Combination,Severe,T-Zone (forehead/nose),Sometimes reacts,Alcohol,Oily/Shiny skin,Cyst,Low,High,Moderate,Luteal,Retinoid Treatment
U0698,35-44,Dry,Severe,T-Zone (forehead/nose),Rarely reacts,Fragrance,Dark spots/Uneven tone,Pustules,High,Medium,Hot,None,Retinoid Treatment
U0971,35-44,Oily,Mild,All over face,Sometimes reacts,None,Acne and breakouts,Pustules,Medium,Medium,Hot,None,Salicylic Acid Cleanser
U1066,25-34,Combination,Mild,T-Zone (forehead/nose),,Sulfates,Oily/Shiny skin,Blackheads,Low,Low,Hot,None,Soothing Cleanser
U0905,13-17,Oily,Mild,Cheeks and jawline,Often reacts,Parabens,Large pores,Papules,Medium,High,Cold,None,Soothing Cleanser
U1301,35-44,Combination,Moderate,T-Zone (forehead/nose),Rarely reacts,Fragrance,Acne and breakouts,Blackheads,High,Low,Cold,,BHA Exfoliant
U0926,25-34,Combination,Mild,,Rarely reacts,Parabens,Acne and breakouts,Whiteheads,High,High,Moderate,,Oil Control Moisturizer
U0008,25-34,Oily,Mild,,,Sulfates,Oily/Shiny skin,Blackheads,High,Medium,Moderate,Follicular,BHA Exfoliant
U1387,18-24,Oily,Severe,T-Zone (forehead/nose),Often reacts,Fragrance,Dryness or flakiness,Pustules,High,High,Moderate,Luteal,Retinoid Treatment
U0668,35-44,Oily,Severe,Cheeks and jawline,Rarely reacts,Alcohol,Oily/Shiny skin,Pustules,Medium,Medium,Hot,None,Retinoid Treatment
U1203,13-17,Combination,Moderate,All over face,Sometimes reacts,Fragrance,Dark spots/Uneven tone,Blackheads,High,Medium,Cold,,BHA Exfoliant
U0358,25-34,Oily,Mild,Cheeks and jawline,Rarely reacts,Parabens,Dark spots/Uneven tone,Blackheads,Low,Low,Moderate,Follicular,BHA Exfoliant
U0784,18-24,Oily,Moderate,Jawline and chin,Sometimes reacts,,Oily/Shiny skin,Pustules,Medium,High,Hot,Menstrual,Niacinamide Serum
U0736,18-24,Dry,Mild,All over face,,Alcohol,Oily/Shiny skin,Cyst,High,Medium,Hot,Luteal,Retinoid Treatment
U0330,13-17,Oily,Severe,All over face,Rarely reacts,None,Large pores,Papules,Medium,Medium,Hot,Follicular,Benzoyl Peroxide Treatment
U1407,35-44,Sensitive,Mild,All over face,Sometimes reacts,Fragrance,Dryness or flakiness,Pustules,Medium,Low,Cold,None,Soothing Cleanser
U1173,13-17,Dry,Mild,All over face,Often reacts,Alcohol,Oily/Shiny skin,Blackheads,Low,High,Hot,None,Soothing Cleanser
U1325,45+,Sensitive,Mild,All over face,Often reacts,None,Oily/Shiny skin,Whiteheads,Medium,Low,Cold,Follicular,Soothing Cleanser
U0259,45+,Dry,Moderate,Jawline and chin,Sometimes reacts,Fragrance,Acne and breakouts,Blackheads,Low,High,Moderate,Follicular,Niacinamide Serum
U0910,45+,Normal,Moderate,Cheeks and jawline,Sometimes reacts,Fragrance,Large pores,Cyst,High,Medium,Hot,Luteal,Retinoid Treatment
U1200,35-44,Oily,Severe,Jawline and chin,Sometimes reacts,Parabens,Oily/Shiny skin,Cyst,Low,Medium,Hot,Luteal,Retinoid Treatment
U0373,25-34,Normal,Mild,T-Zone (forehead/nose),Often reacts,Sulfates,Oily/Shiny skin,Blackheads,High,Medium,Cold,,Soothing Cleanser
U1125,45+,Normal,Mild,Cheeks and jawline,Rarely reacts,Alcohol,Oily/Shiny skin,Blackheads,High,Medium,Cold,None,Gentle Hydrating Cleanser
U1467,18-24,Dry,Severe,T-Zone (forehead/nose),Often reacts,Alcohol,Anti-aging,Papules,Low,High,Cold,Luteal,Retinoid Treatment
U0143,13-17,Oily,Moderate,All over face,Often reacts,Alcohol,Large pores,Pustules,High,High,Hot,Luteal,Soothing Cleanser
U0526,18-24,Dry,Moderate,T-Zone (forehead/nose),Sometimes reacts,None,Dryness or flakiness,Blackheads,High,Medium,Cold,Follicular,Gentle Hydrating Cleanser
U1161,35-44,Sensitive,Severe,T-Zone (forehead/nose),Often reacts,Alcohol,Dryness or flakiness,Cyst,High,Low,Hot,Luteal,Retinoid Treatment
U0233,35-44,Combination,Severe,Cheeks and jawline,Sometimes reacts,Sulfates,Dryness or flakiness,Cyst,High,High,Hot,Luteal,Retinoid Treatment
U1272,18-24,Oily,Mild,T-Zone (forehead/nose),Often reacts,Parabens,Large pores,Blackheads,Medium,Medium,Hot,None,Soothing Cleanser
U1453,35-44,Dry,Mild,T-Zone (forehead/nose),Rarely reacts,Sulfates,Acne and breakouts,Papules,High,Medium,Hot,Menstrual,Niacinamide Serum
U0441,13-17,Oily,Moderate,All over face,Rarely reacts,Alcohol,Acne and breakouts,Blackheads,High,Medium,Moderate,,Niacinamide Serum
U0532,13-17,Sensitive,Moderate,T-Zone (forehead/nose),Sometimes reacts,None,Anti-aging,Pustules,Low,Medium,Hot,Menstrual,Soothing Cleanser
U1228,35-44,Sensitive,Mild,Jawline and chin,Often reacts,Fragrance,Dryness or flakiness,Pustules,High,High,Moderate,None,Soothing Cleanser
U0227,25-34,Combination,Moderate,T-Zone (forehead/nose),Often reacts,Fragrance,Dryness or flakiness,Papules,Medium,Medium,Moderate,Luteal,Soothing Cleanser
U1053,45+,Oily,Moderate,T-Zone (forehead/nose),Rarely reacts,Parabens,Anti-aging,Whiteheads,High,High,Moderate,Luteal,Niacinamide Serum
U0229,13-17,Combination,Moderate,Jawline and chin,Sometimes reacts,Fragrance,Anti-aging,Papules,High,Low,Hot,None,Niacinamide Serum
U1308,45+,Oily,Severe,All over face,Rarely reacts,Sulfates,Dark spots/Uneven tone,Cyst,Medium,High,Moderate,None,Retinoid Treatment
U1326,18-24,Combination,Mild,Jawline and chin,Rarely reacts,Fragrance,Anti-aging,Blackheads,Medium,High,Moderate,Ovulation,Niacinamide Serum
U0213,18-24,Dry,Moderate,T-Zone (forehead/nose),Sometimes reacts,None,Large pores,Cyst,High,High,Moderate,Luteal,Benzoyl Peroxide Treatment
U0886,13-17,Oily,Mild,All over face,Sometimes reacts,Parabens,Oily/Shiny skin,Pustules,High,High,Cold,Ovulation,Salicylic Acid Cleanser
U0080,18-24,Combination,Moderate,T-Zone (forehead/nose),Rarely reacts,Parabens,Acne and breakouts,Whiteheads,Low,Low,Moderate,Follicular,Gentle Hydrating Cleanser
U0149,25-34,Combination,Moderate,Jawline and chin,Rarely reacts,Parabens,Dryness or flakiness,Blackheads,Low,High,Cold,,Niacinamide Serum
U0815,45+,Oily,Mild,Jawline and chin,Often reacts,Fragrance,Dark spots/Uneven tone,Whiteheads,High,Low,Cold,Ovulation,Soothing Cleanser
U0934,35-44,Dry,Moderate,Jawline and chin,Often reacts,Sulfates,Dark spots/Uneven tone,Cyst,Low,High,Cold,None,Retinoid Treatment
U0943,25-34,Combination,Mild,T-Zone (forehead/nose),Rarely reacts,Parabens,Anti-aging,Whiteheads,Medium,Medium,Moderate,Follicular,Gentle Hydrating Cleanser
U0672,25-34,Normal,Mild,T-Zone (forehead/nose),Often reacts,Sulfates,Large pores,Blackheads,High,Medium,Moderate,Follicular,Soothing Cleanser
U1180,25-34,Normal,Severe,Cheeks and jawline,Rarely reacts,Alcohol,Dryness or flakiness,Cyst,Low,Low,Moderate,Ovulation,Retinoid Treatment
U0556,45+,Dry,Severe,All over face,Rarely reacts,Alcohol,Dryness or flakiness,Cyst,High,Low,Hot,Follicular,Retinoid Treatment
U0938,25-34,Sensitive,Severe,Jawline and chin,Sometimes reacts,None,Anti-aging,Cyst,Low,High,Moderate,Follicular,Benzoyl Peroxide Treatment
U0134,45+,Oily,Severe,Jawline and chin,Rarely reacts,Sulfates,Acne and breakouts,Papules,Medium,Medium,Cold,Luteal,Retinoid Treatment
U1266,13-17,Combination,Mild,T-Zone (forehead/nose),Often reacts,Sulfates,Oily/Shiny skin,Blackheads,Medium,Low,Moderate,,Soothing Cleanser
U0824,25-34,Oily,Mild,Cheeks and jawline,Sometimes reacts,Parabens,Anti-aging,Blackheads,Low,Low,Cold,Follicular,BHA Exfoliant
U0409,18-24,Normal,Mild,T-Zone (forehead/nose),Rarely reacts,Parabens,Large pores,Papules,Medium,Medium,Cold,Ovulation,Gentle Hydrating Cleanser
U0369,18-24,Normal,Mild,All over face,Rarely reacts,Fragrance,Dryness or flakiness,Whiteheads,High,Medium,Hot,Luteal,Niacinamide Serum
U0508,25-34,Combination,Moderate,T-Zone (forehead/nose),Often reacts,Fragrance,Dark spots/Uneven tone,Pustules,Low,Low,Hot,None,Soothing Cleanser
U1207,25-34,Normal,Moderate,All over face,Often reacts,Fragrance,Dryness or flakiness,Cyst,Low,Medium,Cold,Luteal,Retinoid Treatment
U0505,18-24,Oily,Mild,All over face,Often reacts,Parabens,Dark spots/Uneven tone,Papules,Medium,High,Cold,Menstrual,Soothing Cleanser
U1361,35-44,Dry,Severe,Jawline and chin,Often reacts,Fragrance,Anti-aging,Cyst,Low,High,Hot,Luteal,Retinoid Treatment
U0348,18-24,Combination,Mild,Jawline and chin,Sometimes reacts,Alcohol,Acne and breakouts,Blackheads,High,Medium,Cold,,Niacinamide Serum
U0387,18-24,Combination,Severe,All over face,Often reacts,,Large pores,Cyst,Low,Low,Cold,Luteal,Retinoid Treatment
U0001,18-24,Dry,Mild,T-Zone (forehead/nose),Rarely reacts,None,Acne and breakouts,Papules,High,Medium,Cold,Follicular,Gentle Hydrating Cleanser
U0361,18-24,Sensitive,Mild,All over face,Rarely reacts,None,Large pores,Whiteheads,Medium,High,Hot,Menstrual,Soothing Cleanser
U0895,45+,Oily,Severe,Jawline and chin,Rarely reacts,Sulfates,Anti-aging,Papules,High,High,Hot,None,Retinoid Treatment
U0829,25-34,Oily,Moderate,All over face,Often reacts,Sulfates,Anti-aging,Blackheads,Medium,Low,Hot,None,Soothing Cleanser
U1445,35-44,Normal,Mild,All over face,Often reacts,None,Anti-aging,Blackheads,Low,Low,Hot,Follicular,Soothing Cleanser
U0476,18-24,Dry,Severe,T-Zone (forehead/nose),Rarely reacts,Parabens,Dark spots/Uneven tone,Cyst,High,High,Hot,Follicular,Retinoid Treatment
U1309,45+,Dry,Moderate,Cheeks and jawline,Rarely reacts,Alcohol,Acne and breakouts,Cyst,High,Medium,Moderate,Ovulation,Retinoid Treatment
U0058,35-44,Oily,Mild,Jawline and chin,Sometimes reacts,Parabens,Anti-aging,Papules,Low,Medium,Cold,None,Niacinamide Serum
U0638,25-34,Dry,Mild,Jawline and chin,Sometimes reacts,Alcohol,Dryness or flakiness,Cyst,High,Medium,Moderate,Follicular,Retinoid Treatment
U1335,45+,Combination,Mild,All over face,Often reacts,Sulfates,Dryness or flakiness,Papules,Medium,Low,Hot,Follicular,Soothing Cleanser
